Timestamp,Acce_x,Acce_y,Acce_z,Gyro_x,Gyro_y,Gyro_z,handGrip,Label
2025-04-03 22:47:51.959323,4.38,0.9,-8.1,-0.11,-0.14,0.19,ClosedGrip,WristCurl
2025-04-03 22:47:51.990168,3.61,0.34,-8.29,-0.05,-0.39,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:52.020883,3.72,0.22,-8.79,-0.06,-0.29,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:52.053100,4.0,0.23,-8.26,0.0,-0.76,0.19,ClosedGrip,WristCurl
2025-04-03 22:47:52.084575,4.16,0.33,-8.14,-0.19,-0.3,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:52.113220,3.64,0.51,-8.89,-0.33,0.26,-0.08,ClosedGrip,WristCurl
2025-04-03 22:47:52.144075,3.43,0.57,-8.98,-0.22,-0.05,-0.08,ClosedGrip,WristCurl
2025-04-03 22:47:52.174843,4.0,0.58,-9.05,-0.11,-0.29,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:52.205763,3.71,0.92,-8.52,-0.16,-0.13,0.13,ClosedGrip,WristCurl
2025-04-03 22:47:52.239285,3.62,0.63,-8.49,-0.22,0.05,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:52.272527,3.73,0.28,-9.38,-0.19,0.08,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:52.298522,4.35,0.59,-8.95,-0.11,0.13,0.05,ClosedGrip,WristCurl
2025-04-03 22:47:52.328934,3.56,0.99,-8.04,-0.14,0.17,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:52.361277,3.32,0.66,-8.07,-0.22,0.12,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:52.390491,3.73,0.73,-9.11,-0.19,0.01,0.03,ClosedGrip,WristCurl
2025-04-03 22:47:52.421503,3.91,1.09,-8.49,-0.1,-0.04,0.09,ClosedGrip,WristCurl
2025-04-03 22:47:52.451843,4.01,1.06,-8.72,-0.11,0.03,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:52.482651,3.77,0.8,-8.78,-0.08,0.07,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:52.513267,3.81,0.83,-8.41,-0.03,-0.01,0.05,ClosedGrip,WristCurl
2025-04-03 22:47:52.544869,3.72,0.71,-8.56,0.01,-0.03,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:52.583094,3.29,0.83,-8.47,-0.04,-0.06,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:52.605890,3.83,0.85,-8.76,-0.01,-0.06,-0.11,ClosedGrip,WristCurl
2025-04-03 22:47:52.637403,3.82,0.88,-8.59,0.0,-0.04,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:52.667516,3.6,1.21,-8.45,0.01,-0.21,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:52.698132,3.87,0.9,-8.9,-0.02,0.01,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:52.728625,3.78,0.9,-9.01,-0.01,0.11,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:52.759450,3.63,0.8,-8.63,0.01,0.04,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:52.790159,3.31,0.9,-8.53,0.01,0.01,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:52.820844,3.67,1.03,-8.83,-0.0,-0.08,-0.07,ClosedGrip,WristCurl
2025-04-03 22:47:52.851699,3.74,0.82,-8.52,-0.04,0.03,-0.09,ClosedGrip,WristCurl
2025-04-03 22:47:52.887750,4.0,1.04,-8.28,0.04,-0.14,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:52.913406,3.56,1.29,-8.69,-0.02,0.17,-0.05,ClosedGrip,WristCurl
2025-04-03 22:47:52.944144,3.39,0.66,-8.56,0.02,0.12,-0.0,ClosedGrip,WristCurl
